student_id,fakultas,semester,wellbeing_score,academic_pressure,social_support,career_readiness,cluster_id,cluster_name,topik_keluhan,sentimen
MHS-01239,Kedokteran,2,85,42,97,58,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-01240,Kedokteran,5,62,81,45,34,1,Academic Pressure,Dukungan dosen dan dosen wali,Positif
MHS-01241,Kedokteran,5,64,46,59,60,4,Balanced Wellbeing,Kecemasan karier dan magang,Netral
MHS-01242,Kedokteran,8,45,86,47,41,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-01243,MIPA,1,46,55,53,61,3,Social Adaptation,Dukungan dosen dan dosen wali,Netral
MHS-01244,Kedokteran,7,48,67,61,51,2,Career Concern,Kesepian dan adaptasi sosial,Netral
MHS-01245,Hukum,2,50,88,62,56,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-01246,Kedokteran,2,53,68,57,53,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-01247,Teknik,3,45,69,45,66,1,Academic Pressure,Layanan kampus dan fasilitas,Netral
MHS-01248,Ekonomi dan Bisnis,2,76,42,88,82,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-01249,MIPA,4,76,48,86,77,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-01250,Ilmu Budaya,3,63,48,66,65,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-01251,Teknik,4,27,76,51,40,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-01252,Ekonomi dan Bisnis,7,61,54,52,49,2,Career Concern,Biaya kuliah dan keuangan,Positif
MHS-01253,Teknik,8,55,60,38,55,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-01254,Hukum,2,50,44,41,51,2,Career Concern,Biaya kuliah dan keuangan,Netral
MHS-01255,Ilmu Budaya,6,48,59,36,73,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-01256,Hukum,6,45,56,62,48,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-01257,Ekonomi dan Bisnis,7,84,44,87,68,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-01258,Hukum,3,61,56,56,50,2,Career Concern,Kecemasan karier dan magang,Netral
MHS-01259,Kedokteran,5,62,65,69,45,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-01260,Teknik,2,63,52,58,37,2,Career Concern,Biaya kuliah dan keuangan,Netral
MHS-01261,Hukum,3,44,62,17,59,3,Social Adaptation,Biaya kuliah dan keuangan,Netral
MHS-01262,Ekonomi dan Bisnis,6,52,86,52,37,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-01263,Kedokteran,8,59,66,63,60,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-01264,Ekonomi dan Bisnis,4,92,33,82,63,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-01265,Teknik,8,44,81,55,40,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-01266,Ekonomi dan Bisnis,6,34,86,56,45,1,Academic Pressure,Kegiatan dan komunitas,Positif
MHS-01267,Kedokteran,8,41,90,42,46,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-01268,Hukum,4,60,59,47,66,3,Social Adaptation,Layanan kampus dan fasilitas,Positif
MHS-01269,Teknik,1,58,58,61,48,2,Career Concern,Dukungan dosen dan dosen wali,Netral
MHS-01270,Ilmu Budaya,6,84,45,76,77,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-01271,Teknik,6,47,72,37,59,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-01272,MIPA,1,66,61,59,48,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-01273,Teknik,3,87,50,81,76,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-01274,Teknik,8,43,87,61,55,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-01275,Teknik,5,66,72,65,35,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-01276,Ekonomi dan Bisnis,3,51,77,60,53,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-01277,Hukum,7,42,67,37,59,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-01278,MIPA,3,40,82,69,60,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-01279,Ekonomi dan Bisnis,5,73,56,75,73,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-01280,Ilmu Budaya,4,41,64,49,55,3,Social Adaptation,Kecemasan karier dan magang,Negatif
MHS-01281,Hukum,4,79,58,79,67,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Positif
MHS-01282,Kedokteran,1,34,55,37,67,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-01283,Ekonomi dan Bisnis,8,70,50,90,72,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Netral
MHS-01284,MIPA,1,76,57,91,63,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01285,Hukum,4,55,39,68,48,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-01286,Ilmu Budaya,4,49,64,41,61,3,Social Adaptation,Beban tugas dan ujian,Positif
MHS-01287,Ekonomi dan Bisnis,8,56,78,58,52,1,Academic Pressure,Kegiatan dan komunitas,Positif
MHS-01288,Ilmu Budaya,7,45,80,53,46,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-01289,Kedokteran,5,65,83,43,35,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-01290,Hukum,1,62,55,61,44,2,Career Concern,Kegiatan dan komunitas,Netral
MHS-01291,Teknik,6,79,33,79,67,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-01292,Ilmu Budaya,3,74,36,75,84,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-01293,Kedokteran,7,63,47,52,44,2,Career Concern,Beban tugas dan ujian,Netral
MHS-01294,Teknik,6,44,62,65,40,2,Career Concern,Layanan kampus dan fasilitas,Positif
MHS-01295,Ekonomi dan Bisnis,7,49,50,68,35,2,Career Concern,Beban tugas dan ujian,Positif
MHS-01296,Ekonomi dan Bisnis,4,39,60,37,68,3,Social Adaptation,Dukungan dosen dan dosen wali,Netral
MHS-01297,Ilmu Budaya,4,78,36,70,81,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-01298,Ekonomi dan Bisnis,1,42,75,63,37,1,Academic Pressure,Kegiatan dan komunitas,Positif
MHS-01299,Ekonomi dan Bisnis,2,73,39,80,67,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01300,Teknik,7,53,71,63,55,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-01301,Hukum,1,53,64,48,31,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-01302,Teknik,7,43,66,47,58,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-01303,Teknik,8,57,61,51,54,3,Social Adaptation,Biaya kuliah dan keuangan,Netral
MHS-01304,Ilmu Budaya,1,83,41,79,68,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-01305,Teknik,8,47,82,66,63,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-01306,Hukum,8,68,54,72,47,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-01307,Ekonomi dan Bisnis,8,56,63,70,56,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-01308,Hukum,8,53,68,36,63,3,Social Adaptation,Kecemasan karier dan magang,Netral
MHS-01309,Teknik,8,50,85,65,50,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-01310,Kedokteran,7,46,51,45,63,3,Social Adaptation,Layanan kampus dan fasilitas,Netral
MHS-01311,Ekonomi dan Bisnis,2,71,38,74,73,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-01312,Hukum,3,65,59,61,46,2,Career Concern,Layanan kampus dan fasilitas,Negatif
MHS-01313,Teknik,2,56,91,57,52,1,Academic Pressure,Layanan kampus dan fasilitas,Netral
MHS-01314,Ekonomi dan Bisnis,8,87,59,89,62,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-01315,MIPA,3,36,58,40,61,3,Social Adaptation,Kegiatan dan komunitas,Positif
MHS-01316,Ekonomi dan Bisnis,5,53,91,45,57,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-01317,MIPA,4,87,48,87,70,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-01318,MIPA,5,44,68,58,39,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-01319,Kedokteran,5,62,90,61,61,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-01320,Ilmu Budaya,8,63,50,75,36,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-01321,Kedokteran,2,45,52,38,53,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-01322,MIPA,4,49,68,37,64,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-01323,Kedokteran,5,53,81,48,62,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-01324,Kedokteran,6,84,56,76,85,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-01325,Kedokteran,3,84,37,83,87,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-01326,Teknik,5,84,42,76,79,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-01327,MIPA,5,54,99,62,48,1,Academic Pressure,Layanan kampus dan fasilitas,Netral
MHS-01328,Teknik,3,68,58,54,45,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-01329,Teknik,7,51,83,50,51,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-01330,Ekonomi dan Bisnis,5,60,80,53,57,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-01331,MIPA,1,50,57,45,56,3,Social Adaptation,Kecemasan karier dan magang,Negatif
MHS-01332,Ilmu Budaya,3,44,82,58,47,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-01333,Ekonomi dan Bisnis,2,35,68,43,50,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-01334,Kedokteran,4,67,53,72,80,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-01335,Kedokteran,3,46,60,67,34,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-01336,Hukum,5,43,85,51,57,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-01337,Teknik,7,39,57,49,62,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-01338,Kedokteran,5,78,44,79,79,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-01339,Teknik,4,44,60,45,59,3,Social Adaptation,Beban tugas dan ujian,Netral
MHS-01340,Ekonomi dan Bisnis,7,49,71,37,62,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-01341,Hukum,3,62,88,47,44,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-01342,Teknik,5,49,77,54,49,1,Academic Pressure,Kegiatan dan komunitas,Positif
MHS-01343,Teknik,6,46,65,32,56,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-01344,Ekonomi dan Bisnis,4,64,55,66,51,2,Career Concern,Kegiatan dan komunitas,Netral
MHS-01345,MIPA,1,45,63,60,39,2,Career Concern,Beban tugas dan ujian,Positif
MHS-01346,MIPA,8,36,62,25,53,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-01347,MIPA,8,75,32,71,72,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-01348,Kedokteran,1,54,70,55,48,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-01349,Ekonomi dan Bisnis,5,76,37,68,66,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-01350,Ilmu Budaya,3,49,60,45,47,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-01351,Hukum,7,56,66,27,72,3,Social Adaptation,Beban tugas dan ujian,Netral
MHS-01352,Ekonomi dan Bisnis,5,72,53,54,44,2,Career Concern,Layanan kampus dan fasilitas,Negatif
MHS-01353,Teknik,8,75,47,81,83,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-01354,Ilmu Budaya,7,48,70,47,35,2,Career Concern,Kegiatan dan komunitas,Netral
MHS-01355,Kedokteran,8,46,44,88,86,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-01356,Kedokteran,1,82,50,78,75,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-01357,Teknik,2,81,54,79,91,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-01358,Teknik,8,25,86,63,47,1,Academic Pressure,Kegiatan dan komunitas,Positif
MHS-01359,Hukum,6,81,44,64,67,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Netral
MHS-01360,Ekonomi dan Bisnis,4,65,39,84,60,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01361,Kedokteran,5,45,60,45,55,2,Career Concern,Beban tugas dan ujian,Positif
MHS-01362,MIPA,6,56,79,57,54,1,Academic Pressure,Kesepian dan adaptasi sosial,Positif
MHS-01363,Kedokteran,1,52,89,57,50,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-01364,Ilmu Budaya,7,72,52,76,82,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-01365,Teknik,2,50,75,46,45,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-01366,Ekonomi dan Bisnis,1,72,48,65,32,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-01367,Teknik,1,68,29,76,62,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-01368,Ekonomi dan Bisnis,7,61,61,40,53,3,Social Adaptation,Kegiatan dan komunitas,Positif
MHS-01369,MIPA,5,35,59,37,60,3,Social Adaptation,Kecemasan karier dan magang,Netral
MHS-01370,Hukum,8,49,60,45,48,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-01371,Kedokteran,6,53,54,50,51,3,Social Adaptation,Kecemasan karier dan magang,Negatif
MHS-01372,Ekonomi dan Bisnis,2,44,79,61,57,1,Academic Pressure,Biaya kuliah dan keuangan,Positif
MHS-01373,MIPA,5,72,47,68,58,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-01374,Kedokteran,7,49,84,70,55,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-01375,Hukum,7,81,39,85,61,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-01376,Ilmu Budaya,6,89,46,87,71,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-01377,Teknik,6,57,65,62,46,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-01378,Hukum,5,50,61,56,56,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-01379,Hukum,5,80,58,79,71,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Positif
MHS-01380,Ilmu Budaya,8,30,70,68,57,1,Academic Pressure,Layanan kampus dan fasilitas,Netral
MHS-01381,Hukum,5,46,98,63,40,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-01382,Kedokteran,7,68,48,61,82,4,Balanced Wellbeing,Beban tugas dan ujian,Netral
MHS-01383,Ekonomi dan Bisnis,5,46,72,60,65,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-01384,Teknik,6,45,70,41,69,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-01385,Ekonomi dan Bisnis,7,75,41,78,79,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-01386,Ekonomi dan Bisnis,2,70,59,59,41,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-01387,Kedokteran,2,76,39,85,86,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Positif
MHS-01388,Kedokteran,3,44,76,67,59,1,Academic Pressure,Kesepian dan adaptasi sosial,Positif
MHS-01389,Teknik,3,60,74,55,48,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-01390,Ilmu Budaya,7,61,81,50,57,1,Academic Pressure,Beban tugas dan ujian,Positif
MHS-01391,Hukum,4,41,75,44,45,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-01392,Ilmu Budaya,4,67,53,80,76,4,Balanced Wellbeing,Beban tugas dan ujian,Netral
MHS-01393,Ilmu Budaya,2,50,71,68,44,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-01394,Kedokteran,2,54,89,67,51,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-01395,Kedokteran,3,39,80,58,52,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-01396,Kedokteran,5,55,61,58,43,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-01397,Kedokteran,2,88,32,67,64,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-01398,Kedokteran,2,38,77,57,53,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-01399,Teknik,5,59,55,44,62,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-01400,Teknik,8,63,92,71,52,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-01401,Hukum,2,36,56,42,60,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-01402,Ilmu Budaya,1,46,67,52,46,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-01403,Hukum,7,79,55,85,76,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-01404,Teknik,7,67,51,78,84,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Netral
MHS-01405,Hukum,2,60,65,65,47,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-01406,Kedokteran,2,50,82,38,64,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-01407,Hukum,2,69,49,75,75,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01408,Ilmu Budaya,6,48,73,40,54,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-01409,Ekonomi dan Bisnis,1,66,57,61,52,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-01410,Ilmu Budaya,1,43,68,66,49,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-01411,Ilmu Budaya,7,52,53,59,38,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-01412,MIPA,3,48,91,58,71,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-01413,Teknik,2,54,74,51,59,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-01414,Ekonomi dan Bisnis,8,90,39,63,65,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-01415,Teknik,5,40,58,43,58,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-01416,Kedokteran,2,41,53,48,55,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-01417,Ekonomi dan Bisnis,7,43,89,55,59,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-01418,Hukum,2,45,83,45,54,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-01419,MIPA,7,47,76,60,55,1,Academic Pressure,Beban tugas dan ujian,Positif
MHS-01420,Kedokteran,4,91,56,77,71,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-01421,Ilmu Budaya,6,73,27,55,75,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-01422,Hukum,3,51,63,56,50,2,Career Concern,Beban tugas dan ujian,Positif
MHS-01423,Ekonomi dan Bisnis,4,55,75,38,60,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-01424,Ekonomi dan Bisnis,6,50,66,51,69,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-01425,Ekonomi dan Bisnis,6,52,45,66,50,2,Career Concern,Beban tugas dan ujian,Netral
MHS-01426,Ekonomi dan Bisnis,3,48,76,57,55,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-01427,Kedokteran,8,58,55,48,55,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-01428,Kedokteran,5,43,83,59,44,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-01429,MIPA,2,41,86,37,47,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-01430,MIPA,3,79,44,62,76,4,Balanced Wellbeing,Beban tugas dan ujian,Netral
MHS-01431,Ekonomi dan Bisnis,2,55,76,41,41,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-01432,Ekonomi dan Bisnis,4,51,59,22,58,3,Social Adaptation,Dukungan dosen dan dosen wali,Netral
MHS-01433,Ekonomi dan Bisnis,5,46,72,54,44,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-01434,Kedokteran,3,47,80,55,50,1,Academic Pressure,Kegiatan dan komunitas,Positif
MHS-01435,Hukum,6,35,63,22,64,3,Social Adaptation,Beban tugas dan ujian,Positif
MHS-01436,MIPA,5,82,45,73,61,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01437,Teknik,3,43,73,52,61,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-01438,MIPA,1,46,83,53,52,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-01439,Ilmu Budaya,2,60,68,37,62,3,Social Adaptation,Kecemasan karier dan magang,Negatif
MHS-01440,MIPA,7,74,47,78,78,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-01441,MIPA,6,50,89,61,43,1,Academic Pressure,Kegiatan dan komunitas,Positif
MHS-01442,Teknik,2,82,38,81,76,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01443,Hukum,3,49,61,33,53,3,Social Adaptation,Layanan kampus dan fasilitas,Positif
MHS-01444,Kedokteran,4,40,71,35,57,3,Social Adaptation,Kecemasan karier dan magang,Netral
MHS-01445,Kedokteran,7,48,52,30,48,3,Social Adaptation,Biaya kuliah dan keuangan,Negatif
MHS-01446,Kedokteran,5,67,55,74,73,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-01447,Kedokteran,1,72,42,87,71,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-01448,Teknik,2,55,53,79,39,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-01449,Ekonomi dan Bisnis,2,44,53,44,43,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-01450,Hukum,1,73,58,87,82,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Netral
MHS-01451,Kedokteran,4,51,77,59,49,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-01452,Hukum,8,46,67,56,48,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-01453,Ilmu Budaya,4,53,81,65,58,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-01454,MIPA,8,83,35,97,69,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-01455,Teknik,1,84,35,78,64,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-01456,MIPA,1,45,69,23,53,3,Social Adaptation,Kecemasan karier dan magang,Netral
MHS-01457,Ilmu Budaya,1,56,45,45,32,2,Career Concern,Layanan kampus dan fasilitas,Netral
MHS-01458,MIPA,5,60,57,50,35,2,Career Concern,Beban tugas dan ujian,Netral
MHS-01459,Ekonomi dan Bisnis,3,63,50,62,35,2,Career Concern,Kecemasan karier dan magang,Netral
MHS-01460,Hukum,5,53,67,77,54,2,Career Concern,Kecemasan karier dan magang,Netral
MHS-01461,Ilmu Budaya,7,66,35,75,81,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-01462,Ekonomi dan Bisnis,1,47,73,65,36,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-01463,Teknik,6,55,49,28,65,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-01464,Ilmu Budaya,2,46,84,45,56,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-01465,Hukum,1,53,66,31,57,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-01466,Hukum,3,45,63,35,66,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-01467,MIPA,1,87,49,68,77,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-01468,Kedokteran,3,74,50,100,76,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-01469,Kedokteran,8,51,51,28,67,3,Social Adaptation,Beban tugas dan ujian,Positif
MHS-01470,Teknik,5,43,73,62,51,2,Career Concern,Beban tugas dan ujian,Positif
MHS-01471,Ekonomi dan Bisnis,5,88,30,82,71,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01472,Ilmu Budaya,3,57,58,30,34,3,Social Adaptation,Kesepian dan adaptasi sosial,Netral
MHS-01473,Hukum,4,72,42,82,84,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Netral
MHS-01474,MIPA,1,65,32,68,72,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-01475,MIPA,7,48,66,79,42,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-01476,Teknik,7,58,50,69,53,2,Career Concern,Layanan kampus dan fasilitas,Negatif
MHS-01477,Hukum,3,85,46,69,79,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01478,MIPA,3,76,39,82,79,4,Balanced Wellbeing,Kecemasan karier dan magang,Netral
MHS-01479,Ekonomi dan Bisnis,1,70,50,64,39,2,Career Concern,Beban tugas dan ujian,Netral
MHS-01480,Ilmu Budaya,4,53,64,96,88,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-01481,Teknik,5,76,44,87,71,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-01482,MIPA,8,44,64,68,36,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-01483,Kedokteran,7,47,83,46,52,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-01484,Teknik,2,76,37,82,77,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-01485,Teknik,5,96,35,62,66,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-01486,Kedokteran,6,49,87,57,70,1,Academic Pressure,Dukungan dosen dan dosen wali,Positif
MHS-01487,Ekonomi dan Bisnis,2,40,63,56,45,2,Career Concern,Beban tugas dan ujian,Netral
MHS-01488,Ilmu Budaya,6,76,55,77,70,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-01489,MIPA,6,48,68,57,64,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-01490,Ekonomi dan Bisnis,5,81,49,85,73,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01491,Ekonomi dan Bisnis,2,34,85,52,47,1,Academic Pressure,Beban tugas dan ujian,Positif
MHS-01492,MIPA,7,63,38,84,77,4,Balanced Wellbeing,Kecemasan karier dan magang,Netral
MHS-01493,Ekonomi dan Bisnis,4,72,38,80,57,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-01494,Teknik,8,63,61,62,23,2,Career Concern,Kegiatan dan komunitas,Netral
MHS-01495,Ilmu Budaya,4,61,58,59,44,2,Career Concern,Kesepian dan adaptasi sosial,Netral
MHS-01496,Ekonomi dan Bisnis,3,48,74,62,61,1,Academic Pressure,Kecemasan karier dan magang,Netral
