student_id,fakultas_code,norm_wellbeing,norm_pressure,norm_social,norm_career,cluster_label,pca_dim1,pca_dim2
MHS-00770,3,0.42,0.84,0.58,0.54,1,-0.832,-0.053
MHS-00771,2,0.6,0.34,0.79,0.66,4,0.692,-0.216
MHS-00772,2,0.63,0.47,0.63,0.56,2,0.443,-0.222
MHS-00773,2,0.43,0.7,0.48,0.47,1,-0.433,0.026
MHS-00774,1,0.99,0.53,0.83,0.72,4,0.82,-0.17
MHS-00775,4,0.5,0.89,0.49,0.47,1,-0.706,-0.127
MHS-00776,4,0.71,0.52,0.71,0.75,4,0.49,0.047
MHS-00777,4,0.73,0.47,0.85,0.7,4,0.515,-0.188
MHS-00778,3,0.5,0.67,0.65,0.45,2,-0.141,-0.395
MHS-00779,5,0.7,0.51,0.73,0.78,4,0.296,-0.003
MHS-00780,1,0.75,0.64,0.54,0.5,2,0.221,-0.173
MHS-00781,3,0.7,0.4,0.87,0.76,4,0.683,-0.265
MHS-00782,5,0.87,0.48,0.86,0.82,4,0.65,-0.15
MHS-00783,5,0.5,0.84,0.53,0.44,1,-0.637,-0.222
MHS-00784,4,0.54,0.51,0.45,0.4,2,0.175,-0.213
MHS-00785,5,0.38,0.71,0.52,0.55,1,-0.765,0.335
MHS-00786,5,0.79,0.46,0.76,0.64,4,0.689,-0.183
MHS-00787,1,0.38,0.82,0.62,0.58,1,-0.811,0.074
MHS-00788,5,0.54,0.77,0.47,0.43,1,-0.518,-0.024
MHS-00789,0,0.5,0.55,0.6,0.4,2,-0.19,-0.552
MHS-00790,2,0.51,0.95,0.48,0.58,1,-0.952,0.145
MHS-00791,3,0.46,0.67,0.38,0.65,3,-0.475,0.61
MHS-00792,1,0.36,0.85,0.52,0.35,1,-1.221,-0.387
MHS-00793,4,0.76,0.54,0.73,0.59,4,0.69,-0.302
MHS-00794,2,0.83,0.46,0.93,0.78,4,0.629,-0.219
MHS-00795,5,0.31,0.9,0.76,0.42,1,-1.303,-0.778
MHS-00796,3,0.85,0.36,0.79,0.72,4,1.275,-0.147
MHS-00797,1,0.73,0.47,0.52,0.45,2,0.497,-0.177
MHS-00798,2,0.56,0.55,0.77,0.36,2,-0.191,-0.788
MHS-00799,5,0.54,0.89,0.54,0.48,1,-0.902,-0.224
MHS-00800,5,0.38,0.96,0.54,0.39,1,-1.165,-0.217
MHS-00801,4,0.42,0.91,0.62,0.69,1,-0.854,0.103
MHS-00802,2,0.57,0.85,0.67,0.33,1,-0.525,-0.796
MHS-00803,1,0.51,0.69,0.29,0.55,3,-0.384,0.469
MHS-00804,2,0.57,0.44,0.62,0.42,2,0.502,-0.162
MHS-00805,3,0.61,0.48,0.67,0.74,4,0.292,0.079
MHS-00806,1,0.8,0.34,0.95,0.79,4,1.066,-0.334
MHS-00807,2,0.86,0.45,0.73,0.84,4,0.808,0.139
MHS-00808,4,0.72,0.36,0.85,0.78,4,0.671,-0.003
MHS-00809,5,0.41,0.65,0.42,0.54,3,-0.608,0.39
MHS-00810,5,0.51,0.66,0.38,0.67,1,-0.238,0.57
MHS-00811,5,0.59,0.8,0.37,0.4,1,-0.413,0.176
MHS-00812,5,0.61,0.58,0.29,0.66,3,0.101,0.651
MHS-00813,5,0.48,0.62,0.41,0.6,3,-0.166,0.371
MHS-00814,5,0.84,0.52,0.53,0.97,4,0.669,0.901
MHS-00815,4,0.77,0.41,0.8,0.72,4,0.584,-0.24
MHS-00816,1,0.85,0.55,0.96,0.7,4,0.616,-0.569
MHS-00817,0,0.49,0.86,0.4,0.46,1,-0.822,0.215
MHS-00818,4,0.58,0.59,0.55,0.62,2,0.054,0.229
MHS-00819,5,0.8,0.45,0.54,0.38,2,0.705,-0.256
MHS-00820,2,0.67,0.42,0.57,0.4,2,0.389,-0.281
MHS-00821,5,0.45,0.78,0.36,0.57,1,-0.62,0.555
MHS-00822,5,0.4,0.73,0.52,0.41,1,-0.731,-0.059
MHS-00823,5,0.63,0.58,0.6,0.53,2,0.286,-0.024
MHS-00824,1,0.84,0.57,0.79,0.77,4,0.627,0.046
MHS-00825,4,0.63,0.38,0.86,0.78,4,0.525,-0.142
MHS-00826,4,0.58,0.54,0.66,0.32,2,0.071,-0.528
MHS-00827,5,0.73,0.42,0.74,0.71,4,0.575,-0.154
MHS-00828,3,0.51,0.62,0.55,0.45,2,-0.147,-0.156
MHS-00829,0,0.82,0.36,0.85,0.76,4,0.915,-0.307
MHS-00830,5,0.72,0.45,0.53,0.48,2,0.48,-0.238
MHS-00831,0,0.5,0.62,0.43,0.72,3,-0.421,0.845
MHS-00832,0,0.76,0.47,0.49,0.53,3,0.67,-0.002
MHS-00833,3,0.61,0.88,0.35,0.5,1,-0.451,0.283
MHS-00834,3,0.57,0.48,0.42,0.52,3,0.17,0.071
MHS-00835,0,0.41,0.99,0.45,0.4,1,-1.15,-0.096
MHS-00836,3,0.56,0.63,0.54,0.54,2,-0.182,0.002
MHS-00837,5,0.52,0.65,0.33,0.58,3,-0.327,0.568
MHS-00838,3,0.69,0.44,0.91,0.73,4,0.414,-0.322
MHS-00839,5,0.77,0.5,0.87,0.76,4,0.576,-0.112
MHS-00840,5,0.49,0.7,0.24,0.53,3,-0.401,0.481
MHS-00841,0,0.75,0.31,0.93,0.88,4,1.031,-0.087
MHS-00842,3,0.52,0.74,0.54,0.51,1,-0.435,-0.135
MHS-00843,5,0.41,0.81,0.56,0.36,1,-0.75,-0.252
MHS-00844,4,0.73,0.36,0.9,0.96,4,0.675,0.167
MHS-00845,3,0.48,0.83,0.59,0.67,1,-0.749,0.106
MHS-00846,2,0.48,0.61,0.57,0.38,2,-0.278,-0.453
MHS-00847,2,0.76,0.46,0.76,0.68,4,0.652,-0.122
MHS-00848,4,0.71,0.51,0.81,0.74,4,0.461,-0.293
MHS-00849,0,0.45,0.58,0.36,0.68,3,-0.283,0.623
MHS-00850,0,0.87,0.36,0.83,0.82,4,0.984,0.088
MHS-00851,5,0.71,0.45,0.85,0.79,4,0.747,-0.27
MHS-00852,3,0.63,0.5,0.82,0.72,4,0.243,-0.25
MHS-00853,3,0.34,0.76,0.5,0.39,1,-0.879,-0.223
MHS-00854,1,0.47,0.59,0.53,0.5,2,-0.209,0.091
MHS-00855,2,0.78,0.37,0.77,0.64,4,0.762,-0.28
MHS-00856,1,0.48,0.84,0.64,0.65,1,-0.767,-0.039
MHS-00857,2,0.75,0.45,0.73,0.82,4,0.658,0.128
MHS-00858,0,0.53,0.78,0.66,0.5,1,-0.514,-0.244
MHS-00859,5,0.39,0.68,0.64,0.48,1,-0.676,-0.417
MHS-00860,3,0.41,0.84,0.58,0.62,1,-0.874,-0.015
MHS-00861,1,0.8,0.48,0.86,0.88,4,0.623,0.124
MHS-00862,3,0.81,0.34,0.81,0.78,4,0.985,-0.069
MHS-00863,0,0.47,0.47,0.31,0.53,3,0.113,0.236
MHS-00864,0,0.48,0.75,0.65,0.47,1,-0.623,-0.227
MHS-00865,2,0.37,0.83,0.5,0.53,1,-0.996,0.039
MHS-00866,3,0.52,0.62,0.34,0.56,3,-0.096,0.456
MHS-00867,5,0.44,0.77,0.6,0.46,1,-0.624,-0.25
MHS-00868,0,0.69,0.54,0.93,0.86,4,0.219,-0.101
MHS-00869,2,0.32,0.89,0.5,0.41,1,-1.236,-0.18
MHS-00870,1,0.59,0.74,0.58,0.36,1,-0.469,-0.381
MHS-00871,1,0.77,0.42,0.68,0.79,4,0.741,0.31
MHS-00872,2,0.47,0.65,0.49,0.51,2,-0.273,-0.006
MHS-00873,0,0.4,0.59,0.32,0.56,3,-0.438,0.324
MHS-00874,4,0.76,0.46,0.81,0.73,4,0.686,-0.126
MHS-00875,4,0.85,0.35,0.78,0.78,4,1.026,0.164
MHS-00876,3,0.46,0.77,0.53,0.39,1,-0.64,-0.313
MHS-00877,0,0.77,0.44,0.77,0.76,4,0.513,0.065
MHS-00878,5,0.64,0.67,0.7,0.41,2,-0.088,-0.657
MHS-00879,0,0.49,0.8,0.55,0.42,1,-0.516,-0.295
MHS-00880,1,0.75,0.56,0.78,0.79,4,0.431,0.013
MHS-00881,4,0.43,0.78,0.6,0.64,1,-0.844,0.101
MHS-00882,2,0.56,0.61,0.56,0.5,2,-0.254,-0.237
MHS-00883,2,0.45,0.91,0.64,0.56,1,-0.853,-0.192
MHS-00884,0,0.45,0.8,0.64,0.51,1,-0.606,-0.255
MHS-00885,1,0.53,0.63,0.62,0.31,2,-0.202,-0.666
MHS-00886,0,0.82,0.54,0.72,0.81,4,0.357,0.228
MHS-00887,5,0.44,0.65,0.59,0.41,1,-0.439,-0.504
MHS-00888,3,0.68,0.57,0.75,0.8,4,0.168,0.144
MHS-00889,0,0.54,0.64,0.31,0.51,3,-0.452,0.323
MHS-00890,1,0.79,0.47,0.72,0.91,4,0.617,0.411
MHS-00891,3,0.53,0.51,0.93,0.72,4,-0.055,-0.413
MHS-00892,4,0.48,0.66,0.58,0.36,2,-0.453,-0.383
MHS-00893,1,0.78,0.45,0.82,0.73,4,0.645,-0.123
MHS-00894,3,0.65,0.63,0.58,0.44,2,0.06,-0.324
MHS-00895,3,0.63,0.94,0.48,0.57,1,-0.505,0.177
MHS-00896,3,0.69,0.46,0.84,0.75,4,0.19,-0.303
MHS-00897,1,0.89,0.51,0.85,0.52,4,0.905,-0.704
MHS-00898,2,0.45,0.79,0.62,0.55,1,-0.633,0.066
MHS-00899,2,0.64,0.87,0.36,0.6,1,-0.559,0.535
MHS-00900,3,0.56,0.72,0.3,0.67,3,-0.353,0.717
MHS-00901,5,0.44,0.57,0.56,0.56,3,-0.315,0.015
MHS-00902,0,0.92,0.59,0.71,0.79,4,0.565,0.053
MHS-00903,1,0.62,0.65,0.42,0.69,3,0.195,0.461
MHS-00904,4,0.64,0.63,0.54,0.59,3,0.123,0.099
MHS-00905,1,0.61,0.52,0.69,0.42,2,0.124,-0.559
MHS-00906,5,0.55,0.71,0.57,0.33,2,-0.205,-0.392
MHS-00907,0,0.42,0.66,0.38,0.39,3,-0.399,0.037
MHS-00908,3,0.59,0.68,0.58,0.47,2,-0.091,-0.273
MHS-00909,1,0.72,0.33,0.87,0.74,4,0.763,-0.07
MHS-00910,0,0.7,0.49,0.86,0.69,4,0.485,-0.442
MHS-00911,4,0.73,0.5,0.72,0.7,4,0.434,-0.02
MHS-00912,3,0.58,0.54,0.7,0.82,4,0.099,0.396
MHS-00913,2,0.55,0.89,0.44,0.6,1,-0.591,0.379
MHS-00914,0,0.48,0.6,0.33,0.4,3,-0.165,0.22
MHS-00915,4,0.46,0.66,0.43,0.53,3,-0.361,0.033
MHS-00916,4,0.47,0.8,0.3,0.49,3,-0.699,0.353
MHS-00917,1,0.6,0.57,0.54,0.44,2,0.099,-0.195
MHS-00918,3,0.86,0.51,0.75,0.78,4,0.821,-0.024
MHS-00919,4,0.52,0.58,0.33,0.64,3,-0.121,0.671
MHS-00920,2,0.4,0.59,0.38,0.52,3,-0.353,0.312
MHS-00921,5,0.8,0.5,0.81,0.77,4,0.48,-0.077
MHS-00922,2,0.59,0.64,0.55,0.28,2,-0.091,-0.626
MHS-00923,5,0.84,0.43,0.86,0.68,4,0.897,-0.299
MHS-00924,0,0.37,0.95,0.58,0.44,1,-1.323,-0.404
MHS-00925,3,0.68,0.44,0.9,0.83,4,0.501,-0.046
MHS-00926,1,0.47,0.83,0.5,0.4,1,-0.617,-0.276
MHS-00927,4,0.5,0.54,0.67,0.47,2,-0.228,-0.321
MHS-00928,2,0.55,0.64,0.65,0.35,2,-0.138,-0.522
MHS-00929,0,0.52,0.56,0.52,0.31,2,-0.053,-0.426
MHS-00930,3,0.42,0.6,0.46,0.58,3,-0.383,0.274
MHS-00931,3,0.73,0.46,0.73,0.95,4,0.522,0.424
MHS-00932,3,0.51,0.82,0.49,0.62,1,-0.65,0.08
MHS-00933,0,0.75,0.45,0.79,0.71,4,0.68,-0.119
MHS-00934,3,0.52,0.56,0.4,0.61,3,-0.001,0.526
MHS-00935,1,0.85,0.39,0.75,0.65,4,0.887,-0.031
MHS-00936,1,0.69,0.67,0.6,0.36,2,0.075,-0.486
MHS-00937,1,0.51,0.96,0.56,0.55,1,-0.938,-0.161
MHS-00938,3,0.79,0.48,0.86,0.7,4,0.715,-0.276
MHS-00939,0,0.6,0.58,0.45,0.63,3,-0.036,0.379
MHS-00940,2,0.5,0.58,0.69,0.5,2,-0.279,-0.382
MHS-00941,3,0.47,0.85,0.47,0.41,1,-0.724,-0.048
MHS-00942,0,0.46,0.61,0.43,0.59,3,-0.223,0.337
MHS-00943,3,0.52,0.85,0.45,0.43,1,-0.591,-0.177
MHS-00944,2,0.6,0.64,0.53,0.34,2,0.037,-0.456
MHS-00945,1,0.83,0.36,0.85,0.84,4,0.95,-0.008
MHS-00946,5,0.55,0.64,0.61,0.47,2,-0.184,-0.279
MHS-00947,2,0.73,0.46,0.92,0.75,4,0.545,-0.513
MHS-00948,4,0.5,0.75,0.47,0.52,1,-0.511,0.112
MHS-00949,4,0.53,0.43,0.64,0.28,2,0.058,-0.737
MHS-00950,0,0.43,0.85,0.62,0.51,1,-0.747,-0.236
MHS-00951,5,0.82,0.64,0.66,0.58,4,0.438,-0.209
MHS-00952,4,0.41,0.49,0.61,0.49,2,-0.261,-0.195
MHS-00953,5,0.77,0.39,0.89,0.72,4,0.678,-0.352
MHS-00954,3,0.54,0.69,0.44,0.6,3,-0.328,0.302
MHS-00955,2,0.47,0.64,0.68,0.44,2,-0.427,-0.628
MHS-00956,4,0.53,0.85,0.6,0.51,1,-0.732,-0.164
MHS-00957,2,0.7,0.39,0.83,0.73,4,0.481,-0.259
MHS-00958,4,0.47,0.54,0.63,0.48,2,-0.207,-0.081
MHS-00959,4,0.63,0.72,0.63,0.4,2,-0.035,-0.523
MHS-00960,4,0.5,0.63,0.6,0.45,2,-0.255,-0.438
MHS-00961,4,0.58,0.69,0.68,0.51,2,-0.299,-0.277
MHS-00962,0,0.53,0.66,0.52,0.52,1,-0.155,0.084
MHS-00963,4,0.64,0.41,0.82,0.7,4,0.561,-0.111
MHS-00964,2,0.59,0.71,0.66,0.38,2,-0.259,-0.606
MHS-00965,3,0.44,0.79,0.59,0.55,1,-0.876,0.065
MHS-00966,2,0.52,0.6,0.63,0.59,2,-0.12,-0.041
MHS-00967,5,0.56,0.92,0.55,0.61,1,-0.731,0.165
MHS-00968,3,0.45,0.66,0.27,0.67,3,-0.311,0.819
MHS-00969,4,0.56,0.62,0.27,0.44,3,-0.153,0.383
MHS-00970,4,0.74,0.46,0.85,0.81,4,0.442,-0.099
MHS-00971,1,0.54,0.91,0.46,0.48,1,-0.773,0.135
MHS-00972,4,0.71,0.39,0.68,0.76,4,0.528,0.09
MHS-00973,1,0.51,0.59,0.5,0.6,3,-0.056,0.154
MHS-00974,1,0.9,0.44,0.79,0.68,4,0.952,-0.237
MHS-00975,5,0.6,0.85,0.47,0.54,1,-0.531,0.048
MHS-00976,2,0.71,0.43,0.79,0.82,4,0.448,0.109
MHS-00977,0,0.77,0.46,0.83,0.73,4,0.515,-0.131
MHS-00978,3,0.53,0.93,0.64,0.45,1,-0.745,-0.484
MHS-00979,5,0.7,0.5,0.64,0.35,2,0.554,-0.498
MHS-00980,1,0.62,0.63,0.56,0.39,2,-0.031,-0.376
MHS-00981,4,0.79,0.45,0.66,0.66,4,0.478,-0.06
MHS-00982,3,0.71,0.53,0.36,0.56,3,0.365,0.345
MHS-00983,1,0.48,0.43,0.29,0.43,3,-0.026,0.226
MHS-00984,5,0.78,0.39,0.87,0.77,4,0.89,-0.084
MHS-00985,1,0.42,0.82,0.49,0.59,1,-0.787,0.135
MHS-00986,3,0.41,0.7,0.47,0.59,3,-0.618,0.12
MHS-00987,2,0.56,0.89,0.61,0.47,1,-0.648,-0.272
MHS-00988,0,0.58,0.45,0.59,0.43,2,0.361,-0.283
MHS-00989,1,0.53,0.69,0.83,0.26,2,-0.342,-1.173
MHS-00990,1,0.79,0.58,0.86,0.58,4,0.335,-0.466
MHS-00991,0,0.76,0.62,0.75,0.83,4,0.242,0.026
MHS-00992,5,0.59,0.64,0.67,0.43,2,-0.078,-0.531
MHS-00993,3,0.72,0.35,0.76,0.75,4,0.6,0.105
MHS-00994,3,0.46,0.92,0.39,0.52,1,-1.027,0.361
MHS-00995,4,0.48,0.6,0.39,0.39,3,-0.191,-0.124
MHS-00996,5,0.67,0.58,0.72,0.77,4,0.058,0.203
MHS-00997,4,0.61,0.47,0.27,0.6,3,-0.027,0.724
MHS-00998,1,0.53,0.78,0.52,0.46,1,-0.422,-0.101
MHS-00999,2,0.47,0.93,0.55,0.5,1,-0.872,0.0
MHS-01000,1,0.37,0.64,0.46,0.45,2,-0.353,0.082
MHS-01001,2,0.58,0.59,0.37,0.72,3,0.072,0.88
MHS-01002,3,0.51,0.73,0.41,0.66,3,-0.406,0.744
MHS-01003,4,0.77,0.45,0.88,0.61,4,0.732,-0.465
MHS-01004,5,0.52,0.84,0.41,0.45,1,-0.6,0.041
MHS-01005,3,0.59,0.52,0.52,0.5,2,0.084,0.021
MHS-01006,5,0.44,0.79,0.56,0.58,1,-0.827,-0.033
MHS-01007,1,0.48,0.7,0.74,0.46,1,-0.37,-0.66
MHS-01008,4,0.38,0.83,0.49,0.54,1,-0.817,-0.162
MHS-01009,3,0.39,1.0,0.51,0.43,1,-1.442,-0.168
MHS-01010,1,0.43,0.56,0.28,0.63,3,-0.328,0.568
MHS-01011,4,0.52,0.54,0.44,0.63,3,0.009,0.335
MHS-01012,5,0.43,0.83,0.43,0.58,1,-0.671,0.161
MHS-01013,3,0.49,0.84,0.45,0.51,1,-0.724,0.05
MHS-01014,0,0.5,0.72,0.56,0.53,2,-0.507,0.026
MHS-01015,1,0.43,0.64,0.59,0.52,2,-0.217,-0.258
MHS-01016,3,0.56,0.75,0.47,0.6,1,-0.394,0.18
MHS-01017,4,0.77,0.55,0.89,0.76,4,0.414,-0.203
MHS-01018,4,0.53,0.7,0.6,0.51,1,-0.376,-0.095
MHS-01019,2,0.45,0.9,0.55,0.56,1,-0.857,0.073
MHS-01020,4,0.76,0.44,0.96,0.62,4,0.682,-0.766
MHS-01021,3,0.65,0.57,0.58,0.45,2,0.204,-0.285
MHS-01022,5,0.72,0.46,0.84,0.78,4,0.517,-0.191
MHS-01023,5,0.51,0.88,0.42,0.55,1,-0.718,0.242
MHS-01024,5,0.45,0.72,0.58,0.61,1,-0.537,0.193
MHS-01025,1,0.76,0.51,0.7,0.75,4,0.471,0.068
MHS-01026,4,0.49,0.56,0.29,0.61,3,-0.208,0.678
MHS-01027,1,0.48,0.54,0.5,0.45,2,-0.15,0.011
MHS-01028,0,0.7,0.5,0.76,0.74,4,0.333,0.091
MHS-01029,5,0.41,0.83,0.64,0.6,1,-0.733,-0.249
MHS-01030,3,0.49,0.6,0.37,0.63,3,-0.226,0.607
MHS-01031,5,0.5,0.62,0.67,0.4,2,-0.135,-0.509
MHS-01032,4,0.55,0.75,0.55,0.48,1,-0.241,-0.12
MHS-01033,4,0.86,0.52,0.91,0.66,4,0.71,-0.38
MHS-01034,1,0.8,0.39,0.78,0.67,4,0.749,-0.245
MHS-01035,3,0.55,0.7,0.45,0.5,1,-0.16,0.121
MHS-01036,3,0.63,0.64,0.41,0.5,3,-0.025,0.222
MHS-01037,4,0.45,0.68,0.53,0.52,1,-0.443,-0.083
MHS-01038,2,0.47,0.68,0.36,0.57,3,-0.291,0.395
MHS-01039,2,0.52,0.62,0.56,0.47,2,-0.3,-0.178
MHS-01040,3,0.54,0.58,0.65,0.65,2,-0.212,-0.055
MHS-01041,3,0.65,0.39,0.66,0.46,2,0.436,-0.476
MHS-01042,2,0.7,0.43,0.8,0.67,4,0.484,-0.144
MHS-01043,4,0.7,0.6,0.62,0.29,2,0.21,-0.549
MHS-01044,3,0.45,0.55,0.6,0.26,2,-0.079,-0.67
MHS-01045,3,0.53,0.97,0.67,0.62,1,-1.046,-0.087
MHS-01046,5,0.44,0.65,0.31,0.6,3,-0.321,0.498
MHS-01047,2,0.44,0.93,0.61,0.33,1,-0.769,-0.649
MHS-01048,0,0.78,0.42,0.65,0.71,4,0.409,0.178
MHS-01049,0,0.46,0.76,0.62,0.56,1,-0.548,-0.043
MHS-01050,3,0.51,0.73,0.43,0.55,3,-0.503,0.284
MHS-01051,2,0.48,0.59,0.45,0.68,3,-0.135,0.547
MHS-01052,5,0.42,0.69,0.44,0.49,3,-0.477,-0.194
MHS-01053,2,0.49,0.77,0.63,0.66,1,-0.523,-0.039
MHS-01054,3,0.53,0.72,0.62,0.51,2,-0.502,-0.237
MHS-01055,5,0.86,0.29,0.94,0.68,4,0.996,-0.465
MHS-01056,2,0.6,0.93,0.52,0.47,1,-0.669,-0.169
MHS-01057,5,0.68,0.61,0.34,0.61,3,0.13,0.538
MHS-01058,4,0.64,0.64,0.61,0.62,2,-0.063,-0.058
MHS-01059,0,0.74,0.39,0.89,0.77,4,0.587,-0.233
MHS-01060,5,0.76,0.31,0.81,0.74,4,0.937,-0.179
MHS-01061,0,0.59,0.57,0.6,0.41,2,0.026,-0.392
MHS-01062,4,0.8,0.4,0.75,0.57,4,0.747,-0.449
MHS-01063,2,0.54,0.63,0.38,0.53,3,-0.191,0.366
MHS-01064,2,0.64,0.71,0.62,0.43,2,-0.28,-0.444
MHS-01065,1,0.46,0.62,0.48,0.64,3,-0.26,0.328
MHS-01066,2,0.42,0.75,0.68,0.38,1,-0.638,-0.575
MHS-01067,1,0.77,0.49,0.77,0.79,4,0.517,0.189
MHS-01068,3,0.37,0.82,0.48,0.61,1,-0.95,0.23
MHS-01069,2,0.58,0.61,0.3,0.48,3,-0.248,0.356
MHS-01070,0,0.87,0.53,0.79,0.82,4,0.701,0.111
MHS-01071,5,0.44,0.67,0.36,0.56,3,-0.412,0.366
MHS-01072,1,0.49,0.74,0.64,0.5,2,-0.32,-0.255
MHS-01073,2,0.5,0.56,0.49,0.52,2,-0.157,-0.016
MHS-01074,3,0.85,0.36,0.87,0.68,4,0.861,-0.443
MHS-01075,4,0.51,0.87,0.44,0.44,1,-0.658,0.066
MHS-01076,3,0.82,0.44,0.81,0.59,4,0.724,-0.496
MHS-01077,5,0.46,0.86,0.6,0.45,1,-0.745,-0.38
MHS-01078,3,0.52,0.67,0.57,0.32,2,-0.29,-0.277
MHS-01079,2,0.5,0.77,0.56,0.48,2,-0.436,-0.11
MHS-01080,2,0.71,0.43,0.69,0.65,4,0.695,-0.079
MHS-01081,2,0.63,0.62,0.59,0.44,2,-0.04,-0.387
MHS-01082,3,0.46,0.69,0.81,0.48,2,-0.507,-0.665
MHS-01083,0,0.68,0.56,0.75,0.67,4,0.088,-0.167
MHS-01084,3,0.41,0.72,0.52,0.53,1,-0.763,-0.089
MHS-01085,2,0.51,0.66,0.56,0.52,2,-0.45,-0.002
MHS-01086,2,0.76,0.46,0.91,0.69,4,0.585,-0.549
MHS-01087,4,0.47,0.85,0.47,0.52,1,-0.837,-0.052
MHS-01088,2,0.47,0.88,0.47,0.56,1,-0.834,0.058
MHS-01089,3,0.62,0.68,0.65,0.47,2,-0.254,-0.324
MHS-01090,0,0.91,0.35,0.84,0.64,4,1.286,-0.181
MHS-01091,5,0.55,0.56,0.41,0.57,3,0.047,0.472
MHS-01092,1,0.75,0.42,0.97,0.63,4,0.488,-0.723
MHS-01093,2,0.85,0.49,0.84,0.92,4,0.817,0.189
MHS-01094,5,0.47,0.82,0.58,0.65,1,-0.922,-0.019
MHS-01095,2,0.58,0.61,0.6,0.46,2,-0.163,-0.35
MHS-01096,1,0.51,0.57,0.55,0.57,2,-0.082,0.19
MHS-01097,5,0.49,0.64,0.5,0.41,3,-0.156,-0.097
MHS-01098,1,0.45,0.74,0.29,0.6,3,-0.881,0.758
MHS-01099,4,0.58,0.8,0.49,0.52,1,-0.414,0.023
MHS-01100,5,0.58,0.81,0.57,0.56,1,-0.459,-0.124
MHS-01101,5,0.46,0.68,0.51,0.68,3,-0.594,0.464
MHS-01102,1,0.43,0.63,0.44,0.49,2,-0.318,-0.049
MHS-01103,3,0.48,0.58,0.3,0.53,3,-0.24,0.423
MHS-01104,2,0.6,0.61,0.35,0.38,3,-0.063,0.068
MHS-01105,1,0.57,0.43,0.56,0.35,2,0.324,-0.464
MHS-01106,1,0.82,0.42,0.75,0.9,4,0.559,0.117
MHS-01107,2,0.85,0.44,0.88,0.81,4,0.831,-0.143
MHS-01108,0,0.4,0.67,0.7,0.51,1,-0.694,-0.417
MHS-01109,0,0.62,0.61,0.24,0.63,3,0.095,0.626
MHS-01110,0,0.56,0.5,0.57,0.37,2,0.127,-0.532
MHS-01111,1,0.74,0.38,0.77,0.7,4,0.646,-0.005
MHS-01112,5,0.54,0.47,0.62,0.36,2,0.1,-0.643
MHS-01113,2,0.5,0.57,0.36,0.63,3,-0.085,0.52
MHS-01114,5,0.41,0.63,0.34,0.7,3,-0.391,0.66
MHS-01115,2,0.54,0.73,0.55,0.53,1,-0.336,0.041
MHS-01116,3,0.52,0.76,0.43,0.63,1,-0.384,0.59
MHS-01117,2,0.54,0.79,0.52,0.57,1,-0.63,0.101
MHS-01118,1,0.63,0.63,0.43,0.45,3,-0.037,0.067
MHS-01119,0,0.67,0.64,0.49,0.41,2,0.061,-0.083
MHS-01120,3,0.71,0.35,0.8,0.86,4,0.712,0.2
MHS-01121,2,0.74,0.28,0.83,0.71,4,0.807,-0.308
MHS-01122,1,0.44,0.56,0.57,0.54,2,-0.285,-0.053
MHS-01123,0,0.44,0.58,0.46,0.58,3,-0.4,0.165
MHS-01124,5,0.82,0.45,0.74,0.77,4,0.495,0.038
MHS-01125,2,0.62,0.55,0.6,0.54,2,0.249,-0.159
MHS-01126,3,0.66,0.58,0.63,0.46,2,0.026,-0.29
MHS-01127,4,0.55,0.74,0.38,0.52,3,-0.53,0.307
MHS-01128,3,0.78,0.57,0.77,0.78,4,0.374,-0.056
MHS-01129,1,0.39,0.63,0.26,0.64,3,-0.431,0.677
MHS-01130,4,0.55,0.45,0.59,0.5,2,0.208,-0.281
MHS-01131,0,0.67,0.57,0.93,0.71,4,0.193,-0.251
MHS-01132,1,0.4,0.85,0.42,0.47,1,-0.847,0.127
MHS-01133,5,0.86,0.42,0.98,0.68,4,0.86,-0.673
MHS-01134,4,0.73,0.44,0.86,0.76,4,0.621,-0.166
MHS-01135,1,0.69,0.58,0.76,0.76,4,0.284,0.039
MHS-01136,0,0.5,0.55,0.31,0.56,3,0.007,0.387
MHS-01137,1,0.83,0.43,0.81,0.6,4,0.713,-0.398
MHS-01138,0,0.48,0.56,0.37,0.56,3,-0.191,0.383
MHS-01139,0,0.58,0.57,0.46,0.58,3,0.002,0.328
MHS-01140,1,0.51,0.83,0.51,0.5,1,-0.883,-0.221
MHS-01141,5,0.76,0.37,0.78,0.82,4,0.834,0.199
MHS-01142,3,0.6,0.47,0.77,0.38,2,0.25,-0.772
MHS-01143,4,0.67,0.72,0.5,0.37,2,-0.084,-0.39
MHS-01144,1,0.69,0.49,0.69,0.55,2,0.165,-0.33
MHS-01145,1,0.53,0.87,0.69,0.58,1,-0.751,-0.184
MHS-01146,3,0.77,0.53,0.91,0.87,4,0.679,-0.048
MHS-01147,3,0.76,0.48,0.75,0.76,4,0.429,0.014
MHS-01148,2,0.52,0.66,0.5,0.53,3,-0.101,0.043
MHS-01149,3,0.57,0.63,0.61,0.44,2,-0.175,-0.274
MHS-01150,5,0.58,0.78,0.56,0.64,1,-0.242,0.124
MHS-01151,4,0.9,0.5,0.8,0.74,4,0.803,-0.155
MHS-01152,1,0.83,0.37,0.74,0.79,4,0.863,0.093
MHS-01153,0,0.72,0.39,0.92,0.67,4,0.505,-0.655
MHS-01154,0,0.41,0.94,0.46,0.66,1,-1.157,0.494
